claim_id,employee_id,claim_date,expense_category,vendor_name,currency,amount_local,amount_usd,fx_rate,project_code,cost_center,approval_status,approver_id,receipt_attached,notes,reimbursable
EXP-0001633,EMP-001433,2024-03-19,Client Entertainment,Vendor-41,CAD,12397.23,9173.95,0.74,PROJ-020,CC-0019,REJECTED,MGR-002,N,,Y
EXP-0001634,EMP-001183,2025-02-05,Client Entertainment,Vendor-77,SGD,13736.54,10165.04,0.74,PROJ-008,CC-0014,APPROVED,MGR-001,N,Client visit,Y
EXP-0001635,EMP-000664,2024-03-21,Travel-Air,Vendor-46,SGD,77.29,57.19,0.74,PROJ-034,CC-0016,REJECTED,MGR-002,Y,Client visit,Y
EXP-0001636,EMP-001497,2024-01-04,Travel-Hotel,Vendor-186,EUR,10219.77,11139.55,1.09,PROJ-032,CC-0012,REJECTED,MGR-002,Y,Conference attendance,N
EXP-0001637,EMP-001269,2024-05-20,Travel-Hotel,Vendor-15,AUD,7952.11,5168.87,0.65,PROJ-018,CC-0013,CANCELLED,MGR-001,Y,Monthly subscription,Y
EXP-0001638,EMP-000831,2025-04-03,Client Entertainment,Vendor-71,GBP,5339.12,6780.68,1.27,PROJ-011,CC-0002,PENDING,MGR-003,Y,Conference attendance,N
EXP-0001639,EMP-001112,2024-07-12,Meals,Vendor-4,INR,4392.4,52.71,0.012,PROJ-037,CC-0012,CANCELLED,MGR-001,N,,Y
EXP-0001640,EMP-001320,2024-01-11,Office Supplies,Vendor-13,JPY,8028.28,53.79,0.0067,PROJ-006,CC-0009,REJECTED,MGR-002,N,Client visit,Y
EXP-0001641,EMP-000549,2024-12-16,Marketing Materials,Vendor-181,JPY,7286.54,48.82,0.0067,PROJ-007,CC-0020,CANCELLED,MGR-001,Y,Monthly subscription,Y
EXP-0001642,EMP-001017,2025-05-09,Travel-Ground,Vendor-8,GBP,8486.79,10778.22,1.27,PROJ-040,CC-0005,REJECTED,MGR-001,N,Conference attendance,Y
EXP-0001643,EMP-001477,2024-12-27,Travel-Ground,Vendor-61,EUR,8250.13,8992.64,1.09,PROJ-015,CC-0005,CANCELLED,MGR-001,Y,,Y
EXP-0001644,EMP-001036,2024-06-14,Telecoms,Vendor-27,SGD,8786.5,6502.01,0.74,PROJ-022,CC-0018,REJECTED,MGR-002,Y,Conference attendance,N
EXP-0001645,EMP-001323,2025-03-30,Travel-Hotel,Vendor-73,CAD,12033.06,8904.46,0.74,PROJ-039,CC-0006,APPROVED,MGR-002,Y,Team lunch,N
EXP-0001646,EMP-001973,2024-11-13,Travel-Ground,Vendor-77,GBP,14923.84,18953.28,1.27,PROJ-036,CC-0015,PENDING,MGR-003,Y,Client visit,N
EXP-0001647,EMP-000164,2025-06-13,Marketing Materials,Vendor-61,EUR,5193.95,5661.41,1.09,PROJ-045,CC-0003,PENDING,MGR-002,Y,,N
EXP-0001648,EMP-001323,2025-03-20,Training,Vendor-123,CAD,11398.28,8434.73,0.74,PROJ-011,CC-0009,REJECTED,MGR-001,Y,Client visit,N
EXP-0001649,EMP-000948,2025-06-15,Training,Vendor-43,AUD,9343.31,6073.15,0.65,PROJ-039,CC-0013,REJECTED,MGR-002,Y,Monthly subscription,N
EXP-0001650,EMP-001062,2024-02-14,Travel-Ground,Vendor-158,AUD,3349.78,2177.36,0.65,PROJ-037,CC-0002,PENDING,MGR-002,Y,,N
EXP-0001651,EMP-001191,2025-03-04,Travel-Air,Vendor-161,EUR,4402.24,4798.44,1.09,PROJ-002,CC-0002,REJECTED,MGR-001,Y,Team lunch,N
EXP-0001652,EMP-000851,2024-05-10,Client Entertainment,Vendor-43,SGD,3428.54,2537.12,0.74,PROJ-026,CC-0013,PENDING,MGR-001,Y,Monthly subscription,Y
EXP-0001653,EMP-001602,2024-08-24,Travel-Air,Vendor-153,USD,3320.15,3320.15,1.0,PROJ-049,CC-0003,REJECTED,MGR-003,Y,Conference attendance,N
EXP-0001654,EMP-000223,2024-04-26,Training,Vendor-48,EUR,7006.75,7637.36,1.09,PROJ-012,CC-0013,REJECTED,MGR-001,Y,Team lunch,N
EXP-0001655,EMP-001614,2024-01-14,Travel-Air,Vendor-163,JPY,8577.95,57.47,0.0067,PROJ-005,CC-0017,REJECTED,MGR-001,N,Client visit,N
EXP-0001656,EMP-000628,2024-06-16,Travel-Ground,Vendor-148,AUD,6731.14,4375.24,0.65,PROJ-035,CC-0008,REJECTED,MGR-003,Y,,N
EXP-0001657,EMP-001633,2024-03-25,Software License,Vendor-64,SGD,11814.87,8743.0,0.74,PROJ-039,CC-0001,PENDING,MGR-001,Y,Client visit,N
EXP-0001658,EMP-000484,2025-02-16,Software License,Vendor-3,SGD,10931.63,8089.41,0.74,PROJ-003,CC-0007,PENDING,MGR-003,Y,,Y
EXP-0001659,EMP-001726,2025-04-09,Office Supplies,Vendor-18,USD,6490.54,6490.54,1.0,PROJ-042,CC-0010,REJECTED,MGR-001,Y,,N
EXP-0001660,EMP-001446,2024-11-28,Software License,Vendor-67,CAD,12632.1,9347.75,0.74,PROJ-043,CC-0002,REJECTED,MGR-001,N,Conference attendance,N
EXP-0001661,EMP-001483,2024-03-03,Office Supplies,Vendor-114,SGD,8984.38,6648.44,0.74,PROJ-024,CC-0009,PENDING,MGR-003,N,Monthly subscription,Y
EXP-0001662,EMP-000568,2024-11-23,Meals,Vendor-190,JPY,8816.36,59.07,0.0067,PROJ-050,CC-0019,PENDING,MGR-003,Y,Client visit,N
EXP-0001663,EMP-000406,2024-09-11,Marketing Materials,Vendor-26,CAD,5022.26,3716.47,0.74,PROJ-015,CC-0008,APPROVED,MGR-002,N,Monthly subscription,N
EXP-0001664,EMP-001717,2024-08-01,Travel-Air,Vendor-47,CAD,9439.78,6985.44,0.74,PROJ-015,CC-0014,REJECTED,MGR-001,N,Client visit,N
EXP-0001665,EMP-000045,2025-01-18,Meals,Vendor-183,SGD,14001.74,10361.29,0.74,PROJ-030,CC-0006,APPROVED,MGR-001,N,Monthly subscription,Y
EXP-0001666,EMP-000819,2024-02-19,Travel-Ground,Vendor-64,INR,13738.66,164.86,0.012,PROJ-009,CC-0011,APPROVED,MGR-001,Y,,Y
EXP-0001667,EMP-000665,2025-05-25,Travel-Air,Vendor-151,INR,14208.68,170.5,0.012,PROJ-018,CC-0002,REJECTED,MGR-001,N,,N
EXP-0001668,EMP-000146,2024-03-21,Telecoms,Vendor-159,INR,5905.12,70.86,0.012,PROJ-011,CC-0012,REJECTED,MGR-001,N,Monthly subscription,Y
EXP-0001669,EMP-001579,2025-06-13,Travel-Hotel,Vendor-151,USD,14121.29,14121.29,1.0,PROJ-006,CC-0008,REJECTED,MGR-001,Y,,Y
EXP-0001670,EMP-000521,2024-03-11,Telecoms,Vendor-183,AUD,9172.49,5962.12,0.65,PROJ-031,CC-0004,REJECTED,MGR-003,Y,Monthly subscription,N
EXP-0001671,EMP-001832,2025-02-05,Office Supplies,Vendor-60,SGD,14241.41,10538.64,0.74,PROJ-012,CC-0017,PENDING,MGR-002,Y,Client visit,Y
EXP-0001672,EMP-000841,2024-05-17,Travel-Hotel,Vendor-172,JPY,1813.67,12.15,0.0067,PROJ-043,CC-0018,REJECTED,MGR-003,Y,Client visit,N
EXP-0001673,EMP-001596,2024-01-01,Training,Vendor-112,EUR,148.78,162.17,1.09,PROJ-005,CC-0011,APPROVED,MGR-002,N,Conference attendance,N
EXP-0001674,EMP-000735,2025-03-06,Telecoms,Vendor-115,JPY,7519.61,50.38,0.0067,PROJ-030,CC-0003,REJECTED,MGR-001,N,,N
EXP-0001675,EMP-001035,2024-02-13,Telecoms,Vendor-10,USD,13694.43,13694.43,1.0,PROJ-007,CC-0002,APPROVED,MGR-002,Y,,Y
EXP-0001676,EMP-001229,2024-06-01,Training,Vendor-132,USD,10992.87,10992.87,1.0,PROJ-034,CC-0017,APPROVED,MGR-003,N,Conference attendance,N
EXP-0001677,EMP-000791,2024-09-05,Marketing Materials,Vendor-134,JPY,9850.09,66.0,0.0067,PROJ-008,CC-0014,CANCELLED,MGR-003,Y,Conference attendance,N
EXP-0001678,EMP-000094,2024-12-24,Travel-Air,Vendor-170,JPY,13965.15,93.57,0.0067,PROJ-038,CC-0013,REJECTED,MGR-002,N,Team lunch,N
EXP-0001679,EMP-000025,2025-05-05,Travel-Ground,Vendor-183,EUR,7864.84,8572.68,1.09,PROJ-032,CC-0006,APPROVED,MGR-003,Y,,N
EXP-0001680,EMP-000396,2025-04-14,Meals,Vendor-91,SGD,2323.52,1719.4,0.74,PROJ-027,CC-0010,APPROVED,MGR-002,N,,Y
EXP-0001681,EMP-000820,2025-03-30,Marketing Materials,Vendor-195,CAD,755.26,558.89,0.74,PROJ-039,CC-0019,REJECTED,MGR-001,Y,Monthly subscription,N
EXP-0001682,EMP-001827,2024-03-22,Client Entertainment,Vendor-100,CAD,6180.73,4573.74,0.74,PROJ-031,CC-0009,APPROVED,MGR-002,Y,,N
EXP-0001683,EMP-001779,2024-12-11,Training,Vendor-26,SGD,5594.89,4140.22,0.74,PROJ-006,CC-0014,REJECTED,MGR-002,Y,Conference attendance,N
EXP-0001684,EMP-000425,2024-11-06,Meals,Vendor-193,INR,12317.19,147.81,0.012,PROJ-006,CC-0017,APPROVED,MGR-003,Y,Client visit,Y
EXP-0001685,EMP-000276,2024-12-23,Marketing Materials,Vendor-89,USD,10799.19,10799.19,1.0,PROJ-028,CC-0011,PENDING,MGR-001,Y,,N
EXP-0001686,EMP-000038,2024-07-23,Travel-Hotel,Vendor-97,SGD,11921.08,8821.6,0.74,PROJ-032,CC-0018,CANCELLED,MGR-001,N,Team lunch,Y
EXP-0001687,EMP-000985,2024-06-06,Travel-Air,Vendor-27,INR,4254.74,51.06,0.012,PROJ-010,CC-0009,APPROVED,MGR-001,Y,Monthly subscription,N
EXP-0001688,EMP-000119,2024-12-16,Client Entertainment,Vendor-152,INR,366.39,4.4,0.012,PROJ-003,CC-0017,APPROVED,MGR-003,N,,N
EXP-0001689,EMP-000486,2025-06-16,Marketing Materials,Vendor-123,JPY,9470.15,63.45,0.0067,PROJ-009,CC-0010,CANCELLED,MGR-001,Y,Client visit,Y
EXP-0001690,EMP-001581,2024-10-15,Meals,Vendor-135,CAD,11977.03,8863.0,0.74,PROJ-015,CC-0002,APPROVED,MGR-001,Y,Monthly subscription,Y
EXP-0001691,EMP-000630,2024-08-19,Travel-Air,Vendor-126,INR,2369.25,28.43,0.012,PROJ-045,CC-0009,APPROVED,MGR-002,Y,Monthly subscription,N
EXP-0001692,EMP-000313,2025-06-08,Telecoms,Vendor-128,JPY,11321.38,75.85,0.0067,PROJ-045,CC-0007,REJECTED,MGR-001,Y,Client visit,Y
EXP-0001693,EMP-001594,2024-12-01,Office Supplies,Vendor-15,INR,2336.49,28.04,0.012,PROJ-001,CC-0006,PENDING,MGR-001,Y,Client visit,Y
EXP-0001694,EMP-000783,2025-04-24,Training,Vendor-27,AUD,593.9,386.04,0.65,PROJ-012,CC-0012,APPROVED,MGR-003,Y,,Y
EXP-0001695,EMP-001058,2024-06-18,Marketing Materials,Vendor-4,AUD,1543.31,1003.15,0.65,PROJ-022,CC-0003,CANCELLED,MGR-002,Y,Conference attendance,Y
EXP-0001696,EMP-000261,2025-05-14,Marketing Materials,Vendor-142,EUR,3270.47,3564.81,1.09,PROJ-019,CC-0009,CANCELLED,MGR-003,Y,,N
EXP-0001697,EMP-000669,2024-05-23,Training,Vendor-101,CAD,6250.1,4625.07,0.74,PROJ-040,CC-0011,REJECTED,MGR-002,Y,Client visit,Y
EXP-0001698,EMP-000532,2024-06-01,Client Entertainment,Vendor-138,EUR,2409.46,2626.31,1.09,PROJ-035,CC-0013,PENDING,MGR-003,Y,Client visit,N
EXP-0001699,EMP-000615,2025-01-10,Travel-Air,Vendor-58,CAD,6935.73,5132.44,0.74,PROJ-005,CC-0004,APPROVED,MGR-003,N,Team lunch,N
EXP-0001700,EMP-001614,2024-05-04,Telecoms,Vendor-196,GBP,13802.1,17528.67,1.27,PROJ-016,CC-0019,CANCELLED,MGR-001,Y,Conference attendance,Y
EXP-0001701,EMP-001603,2024-04-04,Marketing Materials,Vendor-146,AUD,6818.46,4432.0,0.65,PROJ-048,CC-0004,APPROVED,MGR-003,N,,N
EXP-0001702,EMP-001386,2024-05-26,Client Entertainment,Vendor-186,JPY,14346.63,96.12,0.0067,PROJ-032,CC-0014,PENDING,MGR-002,Y,Conference attendance,Y
EXP-0001703,EMP-000191,2024-07-21,Travel-Hotel,Vendor-133,AUD,1186.59,771.28,0.65,PROJ-007,CC-0004,APPROVED,MGR-002,Y,Monthly subscription,Y
EXP-0001704,EMP-001303,2024-04-28,Training,Vendor-151,CAD,2357.02,1744.19,0.74,PROJ-043,CC-0001,REJECTED,MGR-002,Y,Conference attendance,N
EXP-0001705,EMP-001526,2024-10-08,Travel-Air,Vendor-99,JPY,30.44,0.2,0.0067,PROJ-030,CC-0004,REJECTED,MGR-003,Y,,Y
EXP-0001706,EMP-000215,2024-09-25,Software License,Vendor-196,GBP,336.5,427.36,1.27,PROJ-025,CC-0009,REJECTED,MGR-002,N,Client visit,N
EXP-0001707,EMP-000968,2024-10-02,Travel-Air,Vendor-117,INR,9924.27,119.09,0.012,PROJ-047,CC-0009,APPROVED,MGR-001,N,Team lunch,N
EXP-0001708,EMP-001190,2025-06-21,Training,Vendor-1,AUD,9277.37,6030.29,0.65,PROJ-039,CC-0008,PENDING,MGR-003,Y,,Y
EXP-0001709,EMP-001260,2024-10-22,Travel-Hotel,Vendor-48,JPY,11219.43,75.17,0.0067,PROJ-041,CC-0013,REJECTED,MGR-001,Y,Team lunch,Y
EXP-0001710,EMP-001555,2025-04-06,Software License,Vendor-60,CAD,2525.77,1869.07,0.74,PROJ-005,CC-0018,APPROVED,MGR-002,Y,Team lunch,Y
EXP-0001711,EMP-000075,2024-03-24,Travel-Air,Vendor-137,GBP,10284.82,13061.72,1.27,PROJ-039,CC-0013,REJECTED,MGR-002,Y,Conference attendance,Y
EXP-0001712,EMP-000077,2025-02-01,Client Entertainment,Vendor-6,INR,3395.63,40.75,0.012,PROJ-004,CC-0009,CANCELLED,MGR-002,Y,Team lunch,N
EXP-0001713,EMP-001303,2025-06-15,Telecoms,Vendor-70,JPY,11625.71,77.89,0.0067,PROJ-033,CC-0009,APPROVED,MGR-002,Y,,Y
EXP-0001714,EMP-000052,2024-02-24,Training,Vendor-120,JPY,12123.77,81.23,0.0067,PROJ-001,CC-0003,CANCELLED,MGR-002,N,,N
EXP-0001715,EMP-000635,2024-07-21,Meals,Vendor-10,INR,8616.09,103.39,0.012,PROJ-029,CC-0017,APPROVED,MGR-001,Y,Team lunch,Y
EXP-0001716,EMP-000075,2024-10-11,Telecoms,Vendor-7,JPY,12483.89,83.64,0.0067,PROJ-011,CC-0003,REJECTED,MGR-002,Y,Conference attendance,N
EXP-0001717,EMP-000867,2025-04-03,Client Entertainment,Vendor-59,INR,12739.63,152.88,0.012,PROJ-015,CC-0008,REJECTED,MGR-003,Y,,N
EXP-0001718,EMP-000469,2024-04-21,Training,Vendor-199,INR,14102.45,169.23,0.012,PROJ-044,CC-0001,PENDING,MGR-003,N,Monthly subscription,Y
EXP-0001719,EMP-001551,2024-02-26,Client Entertainment,Vendor-159,USD,13147.75,13147.75,1.0,PROJ-045,CC-0019,PENDING,MGR-002,Y,Monthly subscription,Y
EXP-0001720,EMP-001961,2025-05-04,Training,Vendor-61,JPY,10767.32,72.14,0.0067,PROJ-007,CC-0015,PENDING,MGR-003,Y,Team lunch,Y
EXP-0001721,EMP-001470,2024-06-04,Meals,Vendor-192,AUD,7603.44,4942.24,0.65,PROJ-036,CC-0012,CANCELLED,MGR-002,N,,Y
EXP-0001722,EMP-000795,2025-04-09,Travel-Hotel,Vendor-67,SGD,9886.21,7315.8,0.74,PROJ-045,CC-0003,PENDING,MGR-002,N,Conference attendance,N
EXP-0001723,EMP-000069,2025-03-16,Travel-Air,Vendor-94,JPY,6610.37,44.29,0.0067,PROJ-024,CC-0018,APPROVED,MGR-002,N,Monthly subscription,N
EXP-0001724,EMP-001469,2024-05-04,Office Supplies,Vendor-35,EUR,1785.45,1946.14,1.09,PROJ-022,CC-0001,CANCELLED,MGR-003,N,Monthly subscription,N
EXP-0001725,EMP-000428,2025-04-03,Travel-Air,Vendor-27,JPY,4540.87,30.42,0.0067,PROJ-019,CC-0011,REJECTED,MGR-002,Y,Client visit,Y
EXP-0001726,EMP-000974,2024-04-11,Marketing Materials,Vendor-102,AUD,9924.57,6450.97,0.65,PROJ-026,CC-0019,PENDING,MGR-002,Y,Client visit,Y
EXP-0001727,EMP-001893,2024-06-26,Office Supplies,Vendor-14,INR,367.57,4.41,0.012,PROJ-001,CC-0002,APPROVED,MGR-001,Y,Conference attendance,N
EXP-0001728,EMP-000145,2025-04-15,Meals,Vendor-144,JPY,1116.26,7.48,0.0067,PROJ-017,CC-0009,APPROVED,MGR-001,Y,Client visit,Y
EXP-0001729,EMP-001139,2025-06-08,Travel-Ground,Vendor-168,USD,10092.06,10092.06,1.0,PROJ-049,CC-0007,REJECTED,MGR-003,Y,,Y
EXP-0001730,EMP-000403,2024-08-11,Travel-Hotel,Vendor-16,JPY,7176.29,48.08,0.0067,PROJ-017,CC-0009,APPROVED,MGR-002,Y,,Y
EXP-0001731,EMP-001923,2025-01-06,Software License,Vendor-186,JPY,12842.61,86.05,0.0067,PROJ-027,CC-0003,PENDING,MGR-001,Y,,Y
EXP-0001732,EMP-000437,2024-03-24,Marketing Materials,Vendor-187,EUR,324.66,353.88,1.09,PROJ-026,CC-0010,APPROVED,MGR-002,Y,Conference attendance,Y
EXP-0001733,EMP-000847,2024-09-25,Travel-Hotel,Vendor-177,USD,2341.55,2341.55,1.0,PROJ-041,CC-0014,PENDING,MGR-002,N,Monthly subscription,Y
EXP-0001734,EMP-000890,2024-10-07,Travel-Air,Vendor-63,JPY,12715.77,85.2,0.0067,PROJ-010,CC-0008,APPROVED,MGR-003,N,,Y
EXP-0001735,EMP-001843,2024-06-01,Office Supplies,Vendor-117,INR,2107.28,25.29,0.012,PROJ-007,CC-0006,CANCELLED,MGR-003,N,Team lunch,N
EXP-0001736,EMP-000339,2024-07-09,Software License,Vendor-48,INR,12686.44,152.24,0.012,PROJ-040,CC-0014,REJECTED,MGR-002,Y,,N
EXP-0001737,EMP-001530,2025-03-15,Marketing Materials,Vendor-112,CAD,12023.51,8897.4,0.74,PROJ-033,CC-0004,APPROVED,MGR-001,Y,Client visit,Y
EXP-0001738,EMP-000050,2025-06-16,Travel-Air,Vendor-83,USD,6397.02,6397.02,1.0,PROJ-036,CC-0016,CANCELLED,MGR-001,Y,Monthly subscription,N
EXP-0001739,EMP-001864,2025-02-01,Travel-Ground,Vendor-200,USD,11566.14,11566.14,1.0,PROJ-031,CC-0017,CANCELLED,MGR-003,Y,Client visit,N
EXP-0001740,EMP-000033,2024-09-29,Office Supplies,Vendor-61,GBP,10324.55,13112.18,1.27,PROJ-030,CC-0006,APPROVED,MGR-002,N,,N
EXP-0001741,EMP-000444,2024-05-29,Meals,Vendor-83,JPY,10875.44,72.87,0.0067,PROJ-033,CC-0010,APPROVED,MGR-003,Y,Client visit,N
EXP-0001742,EMP-001208,2025-05-16,Training,Vendor-198,INR,9871.83,118.46,0.012,PROJ-015,CC-0015,PENDING,MGR-003,Y,Team lunch,N
EXP-0001743,EMP-001970,2024-05-29,Client Entertainment,Vendor-185,INR,1021.05,12.25,0.012,PROJ-029,CC-0009,APPROVED,MGR-001,Y,Team lunch,Y
EXP-0001744,EMP-000934,2024-01-13,Meals,Vendor-182,JPY,14448.0,96.8,0.0067,PROJ-034,CC-0014,PENDING,MGR-002,Y,,N
EXP-0001745,EMP-000329,2025-01-08,Marketing Materials,Vendor-75,JPY,1570.05,10.52,0.0067,PROJ-047,CC-0006,PENDING,MGR-001,Y,Conference attendance,Y
EXP-0001746,EMP-000511,2024-02-02,Marketing Materials,Vendor-180,INR,5974.86,71.7,0.012,PROJ-010,CC-0019,PENDING,MGR-003,Y,,Y
EXP-0001747,EMP-001862,2024-06-24,Travel-Hotel,Vendor-11,SGD,3355.34,2482.95,0.74,PROJ-031,CC-0017,PENDING,MGR-001,N,,N
EXP-0001748,EMP-000724,2024-10-24,Marketing Materials,Vendor-90,CAD,10746.87,7952.68,0.74,PROJ-010,CC-0006,APPROVED,MGR-002,N,Conference attendance,Y
EXP-0001749,EMP-001128,2024-10-29,Travel-Ground,Vendor-140,SGD,12675.86,9380.14,0.74,PROJ-031,CC-0009,APPROVED,MGR-002,N,Team lunch,N
EXP-0001750,EMP-000669,2024-03-08,Travel-Ground,Vendor-160,CAD,9442.17,6987.21,0.74,PROJ-047,CC-0011,REJECTED,MGR-002,Y,,Y
EXP-0001751,EMP-001813,2024-03-23,Travel-Air,Vendor-132,USD,14355.36,14355.36,1.0,PROJ-008,CC-0020,REJECTED,MGR-003,Y,,Y
EXP-0001752,EMP-000355,2024-07-31,Travel-Air,Vendor-4,EUR,6444.82,7024.85,1.09,PROJ-014,CC-0014,APPROVED,MGR-002,N,Client visit,Y
EXP-0001753,EMP-001528,2024-08-24,Travel-Air,Vendor-181,INR,583.91,7.01,0.012,PROJ-013,CC-0009,PENDING,MGR-003,Y,Client visit,N
EXP-0001754,EMP-001177,2024-04-27,Office Supplies,Vendor-197,INR,12105.11,145.26,0.012,PROJ-037,CC-0005,APPROVED,MGR-003,Y,Team lunch,N
EXP-0001755,EMP-001721,2025-03-12,Telecoms,Vendor-99,CAD,1868.28,1382.53,0.74,PROJ-036,CC-0016,REJECTED,MGR-001,N,Client visit,Y
EXP-0001756,EMP-001864,2024-09-15,Travel-Hotel,Vendor-5,AUD,5613.51,3648.78,0.65,PROJ-025,CC-0004,CANCELLED,MGR-002,Y,,N
EXP-0001757,EMP-001120,2024-10-21,Client Entertainment,Vendor-189,USD,469.11,469.11,1.0,PROJ-022,CC-0018,APPROVED,MGR-001,Y,,Y
EXP-0001758,EMP-000293,2025-02-26,Travel-Ground,Vendor-133,SGD,6114.18,4524.49,0.74,PROJ-001,CC-0019,PENDING,MGR-002,Y,Conference attendance,N
EXP-0001759,EMP-000038,2025-02-21,Telecoms,Vendor-147,USD,4774.59,4774.59,1.0,PROJ-046,CC-0014,APPROVED,MGR-003,N,Conference attendance,N
EXP-0001760,EMP-000763,2024-06-12,Meals,Vendor-179,EUR,10628.14,11584.67,1.09,PROJ-011,CC-0005,APPROVED,MGR-002,N,Team lunch,N
EXP-0001761,EMP-001887,2024-10-04,Travel-Air,Vendor-180,AUD,3532.82,2296.33,0.65,PROJ-046,CC-0010,CANCELLED,MGR-002,N,Monthly subscription,Y
EXP-0001762,EMP-000219,2024-03-30,Travel-Hotel,Vendor-85,INR,710.38,8.52,0.012,PROJ-050,CC-0006,REJECTED,MGR-002,Y,Client visit,N
EXP-0001763,EMP-001131,2024-06-30,Office Supplies,Vendor-11,SGD,10564.82,7817.97,0.74,PROJ-015,CC-0003,CANCELLED,MGR-002,Y,Client visit,Y
EXP-0001764,EMP-000735,2025-06-03,Travel-Air,Vendor-181,AUD,13628.05,8858.23,0.65,PROJ-049,CC-0019,CANCELLED,MGR-001,Y,Conference attendance,N
EXP-0001765,EMP-001829,2024-08-13,Software License,Vendor-180,EUR,2679.58,2920.74,1.09,PROJ-022,CC-0010,REJECTED,MGR-003,N,Conference attendance,N
EXP-0001766,EMP-000908,2024-11-24,Training,Vendor-127,INR,8457.33,101.49,0.012,PROJ-039,CC-0020,APPROVED,MGR-001,N,Team lunch,Y
EXP-0001767,EMP-001554,2024-12-05,Training,Vendor-106,USD,10632.53,10632.53,1.0,PROJ-010,CC-0015,REJECTED,MGR-002,Y,Conference attendance,N
EXP-0001768,EMP-001828,2024-12-31,Marketing Materials,Vendor-147,USD,8246.89,8246.89,1.0,PROJ-030,CC-0002,APPROVED,MGR-002,N,Client visit,Y
EXP-0001769,EMP-001453,2025-06-18,Telecoms,Vendor-199,CAD,3029.25,2241.64,0.74,PROJ-025,CC-0002,APPROVED,MGR-003,N,Monthly subscription,N
EXP-0001770,EMP-000145,2024-05-13,Marketing Materials,Vendor-163,JPY,10214.57,68.44,0.0067,PROJ-037,CC-0017,PENDING,MGR-001,Y,Monthly subscription,N
EXP-0001771,EMP-001532,2024-09-09,Telecoms,Vendor-155,GBP,11109.7,14109.32,1.27,PROJ-049,CC-0016,PENDING,MGR-002,Y,,N
EXP-0001772,EMP-001869,2024-08-13,Meals,Vendor-134,JPY,14026.27,93.98,0.0067,PROJ-044,CC-0016,REJECTED,MGR-001,Y,,N
EXP-0001773,EMP-001571,2024-09-21,Meals,Vendor-148,GBP,8196.01,10408.93,1.27,PROJ-030,CC-0013,PENDING,MGR-001,Y,,Y
EXP-0001774,EMP-001203,2024-10-18,Telecoms,Vendor-150,SGD,3565.81,2638.7,0.74,PROJ-040,CC-0010,REJECTED,MGR-002,Y,,N
EXP-0001775,EMP-001741,2024-02-14,Training,Vendor-104,AUD,4163.79,2706.46,0.65,PROJ-038,CC-0006,CANCELLED,MGR-001,Y,,N
EXP-0001776,EMP-000610,2025-04-07,Software License,Vendor-146,AUD,9816.34,6380.62,0.65,PROJ-007,CC-0013,APPROVED,MGR-003,Y,Client visit,N
EXP-0001777,EMP-001057,2024-12-03,Telecoms,Vendor-190,CAD,13814.31,10222.59,0.74,PROJ-004,CC-0015,CANCELLED,MGR-002,Y,Team lunch,Y
EXP-0001778,EMP-001364,2024-03-14,Office Supplies,Vendor-123,SGD,4954.69,3666.47,0.74,PROJ-034,CC-0010,PENDING,MGR-002,Y,Team lunch,Y
EXP-0001779,EMP-001336,2024-04-10,Training,Vendor-120,USD,14941.22,14941.22,1.0,PROJ-025,CC-0004,PENDING,MGR-002,Y,,Y
EXP-0001780,EMP-000447,2025-02-01,Telecoms,Vendor-41,SGD,7622.84,5640.9,0.74,PROJ-010,CC-0007,PENDING,MGR-003,Y,Monthly subscription,Y
EXP-0001781,EMP-000838,2024-12-14,Travel-Ground,Vendor-142,CAD,13563.81,10037.22,0.74,PROJ-022,CC-0002,PENDING,MGR-001,Y,Client visit,N
EXP-0001782,EMP-000940,2024-08-31,Software License,Vendor-178,INR,2941.56,35.3,0.012,PROJ-043,CC-0011,APPROVED,MGR-002,Y,Client visit,N
EXP-0001783,EMP-001984,2024-05-11,Meals,Vendor-69,USD,2833.73,2833.73,1.0,PROJ-031,CC-0016,APPROVED,MGR-002,Y,,N
EXP-0001784,EMP-001455,2024-12-31,Software License,Vendor-95,USD,8781.55,8781.55,1.0,PROJ-023,CC-0015,APPROVED,MGR-001,Y,Conference attendance,N
EXP-0001785,EMP-000151,2024-07-18,Office Supplies,Vendor-80,GBP,7059.25,8965.25,1.27,PROJ-017,CC-0012,REJECTED,MGR-002,Y,Conference attendance,Y
EXP-0001786,EMP-000511,2024-04-05,Travel-Ground,Vendor-123,GBP,8269.67,10502.48,1.27,PROJ-044,CC-0001,CANCELLED,MGR-002,Y,Team lunch,N
EXP-0001787,EMP-000346,2024-06-02,Marketing Materials,Vendor-167,GBP,13592.84,17262.91,1.27,PROJ-016,CC-0001,REJECTED,MGR-002,Y,Monthly subscription,N
EXP-0001788,EMP-000009,2024-09-19,Software License,Vendor-95,INR,3732.5,44.79,0.012,PROJ-021,CC-0011,REJECTED,MGR-001,N,Team lunch,Y
EXP-0001789,EMP-001024,2025-05-25,Training,Vendor-197,INR,6436.27,77.24,0.012,PROJ-035,CC-0020,REJECTED,MGR-001,N,,Y
EXP-0001790,EMP-000393,2024-03-04,Client Entertainment,Vendor-174,SGD,6155.04,4554.73,0.74,PROJ-027,CC-0002,APPROVED,MGR-003,N,,Y
