ticket_id,account_id,rep_id,opened_date,closed_date,priority,category,subject,description,resolution_notes,csat_score,resolution_hours,escalated,product_line
TKT-0002231,ACC-00018,REP-011,2025-01-20,2025-02-18,P1,Feature Request,Issue with Integration - ref 2231,Cannot connect Snowflake integration. Authentication keeps timing out.,Distribution list updated and tested. All reports sending correctly.,3,439,N,Analytics Module
TKT-0002232,ACC-00248,REP-015,2024-04-18,2024-04-19,P2,Bug,Issue with Training - ref 2232,Need help configuring row-level security for multi-tenant environment.,Distribution list updated and tested. All reports sending correctly.,1,406,N,Analytics Module
TKT-0002233,ACC-00211,REP-016,2025-01-11,2025-01-17,P3,Training,Issue with Bug - ref 2233,System performance degraded significantly during end-of-month close process.,"Root cause identified as index degradation. Rebuilt indexes, performance restored.",5,431,N,Security Package
TKT-0002234,ACC-00390,REP-011,2024-06-17,2024-06-24,P1,Billing,Issue with Billing - ref 2234,Cannot connect Snowflake integration. Authentication keeps timing out.,Identified bottleneck in reporting query. Optimized with clustering key.,4,515,N,Data Integration Suite
TKT-0002235,ACC-00087,REP-017,2024-12-14,,P4,Billing,Issue with Bug - ref 2235,API rate limits causing production failures during peak business hours.,,,,N,Platform License
TKT-0002236,ACC-00155,REP-005,2025-03-08,2025-03-30,P2,Training,Issue with Bug - ref 2236,Automated reports not sending to correct distribution list after migration.,"Root cause identified as index degradation. Rebuilt indexes, performance restored.",3,653,N,Platform License
TKT-0002237,ACC-00350,REP-015,2024-10-06,2024-11-03,P1,Billing,Issue with Billing - ref 2237,Cannot connect Snowflake integration. Authentication keeps timing out.,Billing team confirmed rate discrepancy. Credit issued to account.,1,412,Y,Security Package
TKT-0002238,ACC-00477,REP-001,2025-01-25,2025-01-31,P4,Feature Request,Issue with Training - ref 2238,System performance degraded significantly during end-of-month close process.,Identified bottleneck in reporting query. Optimized with clustering key.,2,592,Y,Analytics Module
TKT-0002239,ACC-00079,REP-014,2024-09-08,2024-09-12,P3,Training,Issue with Feature Request - ref 2239,Cannot connect Snowflake integration. Authentication keeps timing out.,Distribution list updated and tested. All reports sending correctly.,1,576,N,Platform License
TKT-0002240,ACC-00422,REP-010,2024-09-30,,P3,Feature Request,Issue with Billing - ref 2240,System performance degraded significantly during end-of-month close process.,,,,N,Analytics Module
TKT-0002241,ACC-00303,REP-018,2024-01-16,2024-01-23,P2,Bug,Issue with Integration - ref 2241,Cannot connect Snowflake integration. Authentication keeps timing out.,"Rate limit increased to 10,000 RPM. Architecture review recommended.",3,713,Y,Platform License
TKT-0002242,ACC-00313,REP-014,2024-05-24,2024-06-05,P4,Bug,Issue with Billing - ref 2242,System performance degraded significantly during end-of-month close process.,Billing team confirmed rate discrepancy. Credit issued to account.,1,580,N,Security Package
TKT-0002243,ACC-00133,REP-017,2024-04-07,2024-04-08,P2,Performance,Issue with Feature Request - ref 2243,Machine learning model predictions diverging significantly from actuals.,Model retrained with updated feature set. Accuracy improved to 94%.,3,377,N,Platform License
TKT-0002244,ACC-00348,REP-003,2024-12-23,2024-12-28,P4,Integration,Issue with Access - ref 2244,Data pipeline failing silently. No error logs visible in monitoring console.,RLS policy configured correctly. Documentation updated for future reference.,4,711,Y,Security Package
TKT-0002245,ACC-00489,REP-009,2024-11-20,,P2,Integration,Issue with Bug - ref 2245,API rate limits causing production failures during peak business hours.,,,,Y,Platform License
TKT-0002246,ACC-00452,REP-005,2024-07-13,2024-08-03,P1,Performance,Issue with Bug - ref 2246,Cannot connect Snowflake integration. Authentication keeps timing out.,Distribution list updated and tested. All reports sending correctly.,1,259,Y,Security Package
TKT-0002247,ACC-00080,REP-014,2024-01-28,2024-02-27,P3,Bug,Issue with Billing - ref 2247,Dashboard loading extremely slow after latest update. Users unable to access reports.,Updated OAuth token rotation policy. Connection stable for 72+ hours.,1,614,Y,Platform License
TKT-0002248,ACC-00077,REP-017,2024-08-20,2024-08-26,P2,Access,Issue with Billing - ref 2248,Machine learning model predictions diverging significantly from actuals.,Billing team confirmed rate discrepancy. Credit issued to account.,3,412,N,Data Integration Suite
TKT-0002249,ACC-00436,REP-001,2025-01-20,2025-01-21,P4,Feature Request,Issue with Access - ref 2249,Machine learning model predictions diverging significantly from actuals.,Identified bottleneck in reporting query. Optimized with clustering key.,3,677,N,Security Package
TKT-0002250,ACC-00046,REP-003,2024-11-19,,P4,Access,Issue with Bug - ref 2250,Need help configuring row-level security for multi-tenant environment.,,,,Y,Security Package
TKT-0002251,ACC-00410,REP-016,2025-03-15,2025-03-19,P4,Billing,Issue with Feature Request - ref 2251,Dashboard loading extremely slow after latest update. Users unable to access reports.,Model retrained with updated feature set. Accuracy improved to 94%.,1,176,N,Platform License
TKT-0002252,ACC-00234,REP-002,2024-05-02,2024-05-22,P2,Billing,Issue with Feature Request - ref 2252,Requesting bulk user provisioning feature for enterprise onboarding.,Feature added to Q3 roadmap. Workaround provided via CSV bulk import.,3,123,N,Data Integration Suite
TKT-0002253,ACC-00323,REP-006,2025-02-15,2025-03-07,P3,Performance,Issue with Access - ref 2253,Automated reports not sending to correct distribution list after migration.,"Root cause identified as index degradation. Rebuilt indexes, performance restored.",1,391,N,Platform License
TKT-0002254,ACC-00415,REP-005,2025-01-11,2025-02-04,P3,Feature Request,Issue with Integration - ref 2254,API rate limits causing production failures during peak business hours.,Updated OAuth token rotation policy. Connection stable for 72+ hours.,4,303,Y,Platform License
TKT-0002255,ACC-00080,REP-008,2025-04-25,,P4,Performance,Issue with Feature Request - ref 2255,Dashboard loading extremely slow after latest update. Users unable to access reports.,,,,N,Data Integration Suite
TKT-0002256,ACC-00422,REP-002,2024-10-18,2024-11-02,P2,Access,Issue with Billing - ref 2256,Automated reports not sending to correct distribution list after migration.,"Root cause identified as index degradation. Rebuilt indexes, performance restored.",2,415,N,Analytics Module
TKT-0002257,ACC-00433,REP-010,2024-07-11,2024-07-22,P1,Performance,Issue with Performance - ref 2257,Cannot connect Snowflake integration. Authentication keeps timing out.,RLS policy configured correctly. Documentation updated for future reference.,3,137,Y,Security Package
TKT-0002258,ACC-00348,REP-001,2025-02-08,2025-02-20,P2,Training,Issue with Billing - ref 2258,Requesting bulk user provisioning feature for enterprise onboarding.,Model retrained with updated feature set. Accuracy improved to 94%.,5,286,N,Platform License
TKT-0002259,ACC-00232,REP-016,2024-06-29,2024-07-27,P2,Access,Issue with Performance - ref 2259,Requesting bulk user provisioning feature for enterprise onboarding.,RLS policy configured correctly. Documentation updated for future reference.,4,584,N,Analytics Module
TKT-0002260,ACC-00119,REP-014,2025-05-06,,P1,Billing,Issue with Billing - ref 2260,Automated reports not sending to correct distribution list after migration.,,,,N,Data Integration Suite
TKT-0002261,ACC-00191,REP-010,2024-10-26,2024-10-29,P4,Training,Issue with Integration - ref 2261,Invoice amount does not match contracted rate. Please review attachment.,Billing team confirmed rate discrepancy. Credit issued to account.,1,133,N,Analytics Module
TKT-0002262,ACC-00095,REP-006,2024-11-05,2024-11-22,P4,Access,Issue with Access - ref 2262,Invoice amount does not match contracted rate. Please review attachment.,"Root cause identified as index degradation. Rebuilt indexes, performance restored.",4,397,N,Security Package
TKT-0002263,ACC-00299,REP-014,2024-02-07,2024-02-22,P2,Feature Request,Issue with Performance - ref 2263,Need help configuring row-level security for multi-tenant environment.,Identified bottleneck in reporting query. Optimized with clustering key.,5,583,N,Analytics Module
TKT-0002264,ACC-00377,REP-016,2024-04-20,2024-05-01,P4,Access,Issue with Access - ref 2264,Automated reports not sending to correct distribution list after migration.,Distribution list updated and tested. All reports sending correctly.,4,567,N,Data Integration Suite
TKT-0002265,ACC-00223,REP-001,2025-04-14,,P3,Bug,Issue with Feature Request - ref 2265,Requesting bulk user provisioning feature for enterprise onboarding.,,,,N,Platform License
TKT-0002266,ACC-00459,REP-008,2024-09-24,2024-10-22,P1,Performance,Issue with Feature Request - ref 2266,System performance degraded significantly during end-of-month close process.,Model retrained with updated feature set. Accuracy improved to 94%.,2,258,Y,Analytics Module
TKT-0002267,ACC-00016,REP-001,2024-03-05,2024-03-18,P1,Performance,Issue with Performance - ref 2267,Dashboard loading extremely slow after latest update. Users unable to access reports.,Distribution list updated and tested. All reports sending correctly.,4,11,N,Platform License
TKT-0002268,ACC-00380,REP-008,2025-05-04,2025-05-30,P1,Training,Issue with Performance - ref 2268,System performance degraded significantly during end-of-month close process.,Fixed configuration error in pipeline metadata. Added alerting to prevent recurrence.,2,313,N,Platform License
TKT-0002269,ACC-00416,REP-016,2024-01-09,2024-01-16,P3,Feature Request,Issue with Integration - ref 2269,Machine learning model predictions diverging significantly from actuals.,Distribution list updated and tested. All reports sending correctly.,2,529,Y,Security Package
TKT-0002270,ACC-00427,REP-013,2024-11-25,,P3,Feature Request,Issue with Integration - ref 2270,Invoice amount does not match contracted rate. Please review attachment.,,,,N,Platform License
TKT-0002271,ACC-00078,REP-002,2024-06-17,2024-07-07,P2,Feature Request,Issue with Performance - ref 2271,Cannot connect Snowflake integration. Authentication keeps timing out.,"Root cause identified as index degradation. Rebuilt indexes, performance restored.",5,665,N,Security Package
TKT-0002272,ACC-00319,REP-009,2024-08-07,2024-08-27,P4,Feature Request,Issue with Access - ref 2272,Machine learning model predictions diverging significantly from actuals.,"Root cause identified as index degradation. Rebuilt indexes, performance restored.",3,105,N,Analytics Module
TKT-0002273,ACC-00243,REP-012,2025-03-26,2025-03-27,P2,Integration,Issue with Bug - ref 2273,Automated reports not sending to correct distribution list after migration.,Identified bottleneck in reporting query. Optimized with clustering key.,4,88,N,Platform License
TKT-0002274,ACC-00293,REP-011,2025-04-24,2025-05-11,P4,Feature Request,Issue with Training - ref 2274,Requesting bulk user provisioning feature for enterprise onboarding.,"Root cause identified as index degradation. Rebuilt indexes, performance restored.",3,441,N,Data Integration Suite
TKT-0002275,ACC-00062,REP-006,2024-09-08,,P3,Feature Request,Issue with Bug - ref 2275,Cannot connect Snowflake integration. Authentication keeps timing out.,,,,N,Data Integration Suite
TKT-0002276,ACC-00007,REP-002,2025-03-11,2025-03-24,P4,Billing,Issue with Billing - ref 2276,Cannot connect Snowflake integration. Authentication keeps timing out.,Billing team confirmed rate discrepancy. Credit issued to account.,1,100,N,Data Integration Suite
TKT-0002277,ACC-00045,REP-006,2024-02-01,2024-02-09,P1,Feature Request,Issue with Integration - ref 2277,API rate limits causing production failures during peak business hours.,Identified bottleneck in reporting query. Optimized with clustering key.,5,430,Y,Analytics Module
TKT-0002278,ACC-00108,REP-015,2024-09-21,2024-10-07,P1,Feature Request,Issue with Performance - ref 2278,Invoice amount does not match contracted rate. Please review attachment.,Feature added to Q3 roadmap. Workaround provided via CSV bulk import.,3,199,N,Security Package
TKT-0002279,ACC-00001,REP-009,2024-05-26,2024-06-13,P4,Billing,Issue with Bug - ref 2279,Automated reports not sending to correct distribution list after migration.,Model retrained with updated feature set. Accuracy improved to 94%.,4,624,N,Analytics Module
TKT-0002280,ACC-00473,REP-001,2024-06-10,,P4,Billing,Issue with Performance - ref 2280,Data pipeline failing silently. No error logs visible in monitoring console.,,,,Y,Security Package
TKT-0002281,ACC-00286,REP-012,2024-11-18,2024-11-20,P1,Billing,Issue with Integration - ref 2281,Cannot connect Snowflake integration. Authentication keeps timing out.,Billing team confirmed rate discrepancy. Credit issued to account.,5,705,N,Platform License
TKT-0002282,ACC-00099,REP-009,2024-05-17,2024-05-29,P1,Access,Issue with Training - ref 2282,Data pipeline failing silently. No error logs visible in monitoring console.,Model retrained with updated feature set. Accuracy improved to 94%.,3,393,Y,Data Integration Suite
TKT-0002283,ACC-00374,REP-004,2024-06-26,2024-07-14,P3,Training,Issue with Billing - ref 2283,Requesting bulk user provisioning feature for enterprise onboarding.,Feature added to Q3 roadmap. Workaround provided via CSV bulk import.,5,81,N,Data Integration Suite
TKT-0002284,ACC-00060,REP-013,2024-05-07,2024-05-27,P1,Integration,Issue with Billing - ref 2284,Automated reports not sending to correct distribution list after migration.,"Root cause identified as index degradation. Rebuilt indexes, performance restored.",1,683,N,Platform License
TKT-0002285,ACC-00457,REP-001,2024-10-27,,P3,Performance,Issue with Performance - ref 2285,Data pipeline failing silently. No error logs visible in monitoring console.,,,,N,Platform License
TKT-0002286,ACC-00473,REP-018,2025-01-24,2025-02-01,P2,Feature Request,Issue with Bug - ref 2286,Machine learning model predictions diverging significantly from actuals.,"Root cause identified as index degradation. Rebuilt indexes, performance restored.",2,619,N,Security Package
TKT-0002287,ACC-00123,REP-017,2025-01-28,2025-02-03,P3,Training,Issue with Access - ref 2287,Machine learning model predictions diverging significantly from actuals.,RLS policy configured correctly. Documentation updated for future reference.,3,41,Y,Security Package
TKT-0002288,ACC-00078,REP-013,2024-09-30,2024-10-18,P3,Feature Request,Issue with Access - ref 2288,API rate limits causing production failures during peak business hours.,Fixed configuration error in pipeline metadata. Added alerting to prevent recurrence.,4,13,N,Security Package
TKT-0002289,ACC-00444,REP-007,2024-12-29,2025-01-18,P2,Performance,Issue with Integration - ref 2289,Need help configuring row-level security for multi-tenant environment.,Billing team confirmed rate discrepancy. Credit issued to account.,2,212,Y,Analytics Module
TKT-0002290,ACC-00154,REP-009,2024-11-05,,P1,Access,Issue with Access - ref 2290,Dashboard loading extremely slow after latest update. Users unable to access reports.,,,,N,Security Package
TKT-0002291,ACC-00286,REP-016,2024-01-22,2024-02-08,P1,Access,Issue with Feature Request - ref 2291,Dashboard loading extremely slow after latest update. Users unable to access reports.,Fixed configuration error in pipeline metadata. Added alerting to prevent recurrence.,5,620,Y,Data Integration Suite
TKT-0002292,ACC-00048,REP-007,2025-03-19,2025-03-27,P2,Training,Issue with Billing - ref 2292,Need help configuring row-level security for multi-tenant environment.,Fixed configuration error in pipeline metadata. Added alerting to prevent recurrence.,1,81,N,Data Integration Suite
TKT-0002293,ACC-00025,REP-011,2024-10-10,2024-10-21,P2,Training,Issue with Billing - ref 2293,Cannot connect Snowflake integration. Authentication keeps timing out.,Billing team confirmed rate discrepancy. Credit issued to account.,1,575,Y,Security Package
TKT-0002294,ACC-00409,REP-006,2024-01-17,2024-01-27,P2,Bug,Issue with Performance - ref 2294,Cannot connect Snowflake integration. Authentication keeps timing out.,Identified bottleneck in reporting query. Optimized with clustering key.,4,466,Y,Security Package
TKT-0002295,ACC-00187,REP-009,2024-09-01,,P3,Billing,Issue with Integration - ref 2295,Dashboard loading extremely slow after latest update. Users unable to access reports.,,,,N,Analytics Module
TKT-0002296,ACC-00149,REP-013,2024-02-10,2024-02-25,P1,Training,Issue with Access - ref 2296,System performance degraded significantly during end-of-month close process.,"Rate limit increased to 10,000 RPM. Architecture review recommended.",2,66,N,Security Package
TKT-0002297,ACC-00412,REP-013,2025-03-24,2025-04-19,P4,Feature Request,Issue with Training - ref 2297,Need help configuring row-level security for multi-tenant environment.,Billing team confirmed rate discrepancy. Credit issued to account.,2,498,N,Security Package
TKT-0002298,ACC-00119,REP-001,2025-04-17,2025-04-18,P2,Integration,Issue with Billing - ref 2298,Data pipeline failing silently. No error logs visible in monitoring console.,Model retrained with updated feature set. Accuracy improved to 94%.,3,373,Y,Analytics Module
TKT-0002299,ACC-00465,REP-015,2024-07-10,2024-07-26,P1,Feature Request,Issue with Billing - ref 2299,Machine learning model predictions diverging significantly from actuals.,RLS policy configured correctly. Documentation updated for future reference.,1,569,N,Platform License
TKT-0002300,ACC-00022,REP-013,2024-07-20,,P4,Feature Request,Issue with Billing - ref 2300,Dashboard loading extremely slow after latest update. Users unable to access reports.,,,,N,Platform License
TKT-0002301,ACC-00455,REP-003,2024-03-07,2024-03-31,P4,Performance,Issue with Training - ref 2301,Dashboard loading extremely slow after latest update. Users unable to access reports.,Identified bottleneck in reporting query. Optimized with clustering key.,5,544,Y,Platform License
TKT-0002302,ACC-00023,REP-004,2025-03-16,2025-03-23,P2,Bug,Issue with Training - ref 2302,Cannot connect Snowflake integration. Authentication keeps timing out.,"Root cause identified as index degradation. Rebuilt indexes, performance restored.",2,601,N,Analytics Module
TKT-0002303,ACC-00174,REP-006,2024-01-12,2024-02-01,P2,Training,Issue with Billing - ref 2303,API rate limits causing production failures during peak business hours.,Identified bottleneck in reporting query. Optimized with clustering key.,4,269,N,Analytics Module
TKT-0002304,ACC-00333,REP-006,2025-03-15,2025-03-19,P4,Bug,Issue with Bug - ref 2304,System performance degraded significantly during end-of-month close process.,Model retrained with updated feature set. Accuracy improved to 94%.,4,589,Y,Analytics Module
TKT-0002305,ACC-00179,REP-016,2025-03-17,,P3,Integration,Issue with Performance - ref 2305,Requesting bulk user provisioning feature for enterprise onboarding.,,,,N,Analytics Module
TKT-0002306,ACC-00383,REP-018,2024-01-23,2024-02-03,P3,Integration,Issue with Performance - ref 2306,API rate limits causing production failures during peak business hours.,Updated OAuth token rotation policy. Connection stable for 72+ hours.,5,293,Y,Platform License
TKT-0002307,ACC-00288,REP-004,2024-10-12,2024-10-13,P4,Performance,Issue with Integration - ref 2307,API rate limits causing production failures during peak business hours.,Model retrained with updated feature set. Accuracy improved to 94%.,2,646,N,Data Integration Suite
TKT-0002308,ACC-00208,REP-006,2025-01-25,2025-02-05,P2,Access,Issue with Training - ref 2308,API rate limits causing production failures during peak business hours.,Billing team confirmed rate discrepancy. Credit issued to account.,1,408,N,Security Package
TKT-0002309,ACC-00209,REP-013,2024-01-27,2024-02-07,P1,Feature Request,Issue with Training - ref 2309,Need help configuring row-level security for multi-tenant environment.,Fixed configuration error in pipeline metadata. Added alerting to prevent recurrence.,4,717,N,Data Integration Suite
TKT-0002310,ACC-00016,REP-015,2024-10-04,,P1,Performance,Issue with Billing - ref 2310,Invoice amount does not match contracted rate. Please review attachment.,,,,N,Security Package
TKT-0002311,ACC-00181,REP-003,2024-01-09,2024-01-14,P3,Access,Issue with Performance - ref 2311,Dashboard loading extremely slow after latest update. Users unable to access reports.,Fixed configuration error in pipeline metadata. Added alerting to prevent recurrence.,3,202,N,Platform License
TKT-0002312,ACC-00348,REP-003,2024-02-04,2024-02-19,P4,Billing,Issue with Training - ref 2312,Data pipeline failing silently. No error logs visible in monitoring console.,"Rate limit increased to 10,000 RPM. Architecture review recommended.",4,236,Y,Data Integration Suite
TKT-0002313,ACC-00032,REP-012,2024-09-26,2024-10-11,P2,Feature Request,Issue with Performance - ref 2313,Requesting bulk user provisioning feature for enterprise onboarding.,Fixed configuration error in pipeline metadata. Added alerting to prevent recurrence.,2,586,N,Data Integration Suite
TKT-0002314,ACC-00136,REP-002,2024-06-06,2024-06-21,P4,Performance,Issue with Integration - ref 2314,API rate limits causing production failures during peak business hours.,Updated OAuth token rotation policy. Connection stable for 72+ hours.,1,581,N,Security Package
TKT-0002315,ACC-00164,REP-015,2024-10-25,,P1,Access,Issue with Integration - ref 2315,Data pipeline failing silently. No error logs visible in monitoring console.,,,,N,Security Package
TKT-0002316,ACC-00434,REP-013,2025-05-08,2025-06-01,P2,Billing,Issue with Performance - ref 2316,Need help configuring row-level security for multi-tenant environment.,Fixed configuration error in pipeline metadata. Added alerting to prevent recurrence.,5,308,N,Analytics Module
TKT-0002317,ACC-00254,REP-009,2025-03-27,2025-04-07,P4,Billing,Issue with Access - ref 2317,Dashboard loading extremely slow after latest update. Users unable to access reports.,"Rate limit increased to 10,000 RPM. Architecture review recommended.",4,622,Y,Analytics Module
TKT-0002318,ACC-00245,REP-016,2025-05-11,2025-05-19,P1,Access,Issue with Performance - ref 2318,Cannot connect Snowflake integration. Authentication keeps timing out.,"Root cause identified as index degradation. Rebuilt indexes, performance restored.",1,711,N,Analytics Module
TKT-0002319,ACC-00222,REP-016,2024-01-14,2024-02-03,P2,Feature Request,Issue with Feature Request - ref 2319,Invoice amount does not match contracted rate. Please review attachment.,Identified bottleneck in reporting query. Optimized with clustering key.,4,369,N,Analytics Module
TKT-0002320,ACC-00441,REP-013,2024-04-17,,P3,Performance,Issue with Bug - ref 2320,Invoice amount does not match contracted rate. Please review attachment.,,,,N,Data Integration Suite
TKT-0002321,ACC-00418,REP-013,2024-05-02,2024-05-27,P4,Billing,Issue with Access - ref 2321,System performance degraded significantly during end-of-month close process.,Billing team confirmed rate discrepancy. Credit issued to account.,3,168,N,Security Package
TKT-0002322,ACC-00319,REP-006,2024-08-30,2024-09-29,P2,Integration,Issue with Access - ref 2322,API rate limits causing production failures during peak business hours.,Billing team confirmed rate discrepancy. Credit issued to account.,1,243,N,Analytics Module
TKT-0002323,ACC-00295,REP-004,2024-12-17,2024-12-23,P3,Integration,Issue with Bug - ref 2323,Data pipeline failing silently. No error logs visible in monitoring console.,RLS policy configured correctly. Documentation updated for future reference.,5,23,N,Analytics Module
TKT-0002324,ACC-00265,REP-009,2025-01-24,2025-02-19,P3,Feature Request,Issue with Feature Request - ref 2324,Requesting bulk user provisioning feature for enterprise onboarding.,Distribution list updated and tested. All reports sending correctly.,1,180,N,Platform License
TKT-0002325,ACC-00248,REP-011,2025-02-13,,P3,Training,Issue with Bug - ref 2325,API rate limits causing production failures during peak business hours.,,,,N,Data Integration Suite
TKT-0002326,ACC-00030,REP-015,2024-03-05,2024-04-03,P3,Billing,Issue with Access - ref 2326,System performance degraded significantly during end-of-month close process.,Identified bottleneck in reporting query. Optimized with clustering key.,1,399,N,Analytics Module
TKT-0002327,ACC-00367,REP-013,2024-03-04,2024-03-05,P3,Feature Request,Issue with Feature Request - ref 2327,Invoice amount does not match contracted rate. Please review attachment.,Billing team confirmed rate discrepancy. Credit issued to account.,4,4,N,Analytics Module
TKT-0002328,ACC-00240,REP-007,2024-09-09,2024-09-24,P2,Bug,Issue with Billing - ref 2328,Machine learning model predictions diverging significantly from actuals.,"Root cause identified as index degradation. Rebuilt indexes, performance restored.",4,479,N,Data Integration Suite
TKT-0002329,ACC-00474,REP-015,2025-01-08,2025-01-24,P1,Feature Request,Issue with Access - ref 2329,API rate limits causing production failures during peak business hours.,"Root cause identified as index degradation. Rebuilt indexes, performance restored.",2,29,N,Platform License
TKT-0002330,ACC-00161,REP-006,2024-06-20,,P3,Feature Request,Issue with Integration - ref 2330,Requesting bulk user provisioning feature for enterprise onboarding.,,,,Y,Platform License
TKT-0002331,ACC-00373,REP-002,2024-11-23,2024-12-09,P2,Billing,Issue with Performance - ref 2331,Dashboard loading extremely slow after latest update. Users unable to access reports.,RLS policy configured correctly. Documentation updated for future reference.,4,305,N,Analytics Module
TKT-0002332,ACC-00071,REP-012,2024-08-07,2024-08-22,P1,Training,Issue with Billing - ref 2332,Invoice amount does not match contracted rate. Please review attachment.,"Root cause identified as index degradation. Rebuilt indexes, performance restored.",1,431,N,Security Package
TKT-0002333,ACC-00340,REP-012,2024-04-07,2024-05-03,P4,Training,Issue with Performance - ref 2333,Need help configuring row-level security for multi-tenant environment.,Fixed configuration error in pipeline metadata. Added alerting to prevent recurrence.,3,521,N,Data Integration Suite
TKT-0002334,ACC-00331,REP-007,2024-06-10,2024-06-30,P1,Access,Issue with Feature Request - ref 2334,System performance degraded significantly during end-of-month close process.,Identified bottleneck in reporting query. Optimized with clustering key.,4,498,N,Platform License
TKT-0002335,ACC-00468,REP-017,2024-05-11,,P4,Bug,Issue with Access - ref 2335,System performance degraded significantly during end-of-month close process.,,,,N,Data Integration Suite
TKT-0002336,ACC-00306,REP-007,2024-01-08,2024-02-05,P2,Training,Issue with Billing - ref 2336,Need help configuring row-level security for multi-tenant environment.,Feature added to Q3 roadmap. Workaround provided via CSV bulk import.,2,289,N,Analytics Module
TKT-0002337,ACC-00132,REP-013,2025-01-16,2025-01-24,P1,Feature Request,Issue with Bug - ref 2337,Invoice amount does not match contracted rate. Please review attachment.,Model retrained with updated feature set. Accuracy improved to 94%.,5,605,Y,Platform License
TKT-0002338,ACC-00288,REP-011,2024-06-17,2024-07-07,P2,Performance,Issue with Bug - ref 2338,Dashboard loading extremely slow after latest update. Users unable to access reports.,Fixed configuration error in pipeline metadata. Added alerting to prevent recurrence.,2,296,N,Security Package
TKT-0002339,ACC-00071,REP-007,2025-01-14,2025-02-06,P3,Billing,Issue with Performance - ref 2339,Invoice amount does not match contracted rate. Please review attachment.,Billing team confirmed rate discrepancy. Credit issued to account.,3,168,N,Security Package
TKT-0002340,ACC-00357,REP-016,2025-01-17,,P1,Training,Issue with Access - ref 2340,Machine learning model predictions diverging significantly from actuals.,,,,N,Analytics Module
TKT-0002341,ACC-00330,REP-018,2024-04-14,2024-04-29,P4,Bug,Issue with Performance - ref 2341,Machine learning model predictions diverging significantly from actuals.,Feature added to Q3 roadmap. Workaround provided via CSV bulk import.,1,539,N,Platform License
TKT-0002342,ACC-00375,REP-007,2024-07-15,2024-08-07,P3,Access,Issue with Integration - ref 2342,API rate limits causing production failures during peak business hours.,RLS policy configured correctly. Documentation updated for future reference.,3,79,N,Data Integration Suite
TKT-0002343,ACC-00167,REP-017,2024-07-19,2024-07-20,P4,Integration,Issue with Billing - ref 2343,System performance degraded significantly during end-of-month close process.,Feature added to Q3 roadmap. Workaround provided via CSV bulk import.,5,696,N,Analytics Module
TKT-0002344,ACC-00124,REP-001,2025-03-28,2025-04-19,P4,Feature Request,Issue with Feature Request - ref 2344,Need help configuring row-level security for multi-tenant environment.,Fixed configuration error in pipeline metadata. Added alerting to prevent recurrence.,1,555,Y,Analytics Module
TKT-0002345,ACC-00197,REP-013,2024-08-01,,P2,Bug,Issue with Bug - ref 2345,Need help configuring row-level security for multi-tenant environment.,,,,N,Data Integration Suite
TKT-0002346,ACC-00351,REP-017,2025-04-06,2025-04-17,P4,Performance,Issue with Performance - ref 2346,Automated reports not sending to correct distribution list after migration.,Model retrained with updated feature set. Accuracy improved to 94%.,4,461,N,Data Integration Suite
TKT-0002347,ACC-00455,REP-016,2025-01-19,2025-02-13,P3,Bug,Issue with Feature Request - ref 2347,Requesting bulk user provisioning feature for enterprise onboarding.,Distribution list updated and tested. All reports sending correctly.,4,368,N,Platform License
TKT-0002348,ACC-00269,REP-015,2024-01-04,2024-01-06,P3,Access,Issue with Training - ref 2348,Need help configuring row-level security for multi-tenant environment.,Model retrained with updated feature set. Accuracy improved to 94%.,2,396,N,Platform License
TKT-0002349,ACC-00196,REP-012,2024-07-01,2024-07-04,P3,Performance,Issue with Bug - ref 2349,Invoice amount does not match contracted rate. Please review attachment.,Billing team confirmed rate discrepancy. Credit issued to account.,3,425,N,Data Integration Suite
TKT-0002350,ACC-00263,REP-016,2024-02-05,,P3,Bug,Issue with Feature Request - ref 2350,Cannot connect Snowflake integration. Authentication keeps timing out.,,,,N,Security Package
TKT-0002351,ACC-00009,REP-017,2025-04-12,2025-04-30,P2,Training,Issue with Performance - ref 2351,Automated reports not sending to correct distribution list after migration.,"Root cause identified as index degradation. Rebuilt indexes, performance restored.",1,437,N,Platform License
TKT-0002352,ACC-00100,REP-002,2025-05-05,2025-05-13,P3,Training,Issue with Performance - ref 2352,Invoice amount does not match contracted rate. Please review attachment.,Updated OAuth token rotation policy. Connection stable for 72+ hours.,5,419,N,Platform License
TKT-0002353,ACC-00171,REP-002,2024-03-29,2024-03-31,P2,Bug,Issue with Access - ref 2353,Requesting bulk user provisioning feature for enterprise onboarding.,Fixed configuration error in pipeline metadata. Added alerting to prevent recurrence.,2,711,N,Platform License
TKT-0002354,ACC-00327,REP-003,2024-10-25,2024-11-19,P4,Access,Issue with Billing - ref 2354,System performance degraded significantly during end-of-month close process.,Distribution list updated and tested. All reports sending correctly.,2,444,N,Data Integration Suite
TKT-0002355,ACC-00138,REP-004,2024-03-19,,P2,Performance,Issue with Billing - ref 2355,System performance degraded significantly during end-of-month close process.,,,,N,Platform License
TKT-0002356,ACC-00238,REP-007,2024-06-01,2024-06-12,P3,Training,Issue with Training - ref 2356,Need help configuring row-level security for multi-tenant environment.,Distribution list updated and tested. All reports sending correctly.,3,44,Y,Data Integration Suite
